company_number,company_name,company_status,incorporation_date,sic_codes,registered_office_address,active_directors_over_50,company_type,companies_house_turnover,hmrc_turnover,last_accounts_date,category,vat_number
15886697,ADVANCED RECYCLING & RECOVERY LIMITED,active,2024-08-08,"39000, 74901, 82920","2 Chestnut Cottages The Green, Theydon Bois, Epping, CM16 7JB, England","CARROLL, Christopher Patrick (Age: 55); LINARD, Gary (Age: 65)",ltd,Not available,"£850,556,279.43",Not available,Waste Management,GB15886697
14627763,ADVANCED RECYCLING EQUIPMENT LTD,active,2023-01-31,77320,"Stour Lodge, Sandown Road, Sandwich, Kent, CT13 9JZ, United Kingdom","OVENDEN, Alexander Thomas Robin (Age: 57)",ltd,Not available,"£786,140,994.95",Not available,Waste Management,GB14627763
4741596,ADVANCED RECYCLING SYSTEMS LIMITED,active,2003-04-23,28990,"Aldabra, 30 Tehidy Close, Camborne, Cornwall, TR14 0HL","HATTAM, Brian (Age: 88); HATTAM, Eilleen Mary (Age: 82); HATTAM, Brian (Age: 88)",ltd,Not available,"£12,323,256.96",Not available,Waste Management,GB04741596
15637401,ADVANCED RECYCLING THORNTON LIMITED,active,2024-04-11,35110,"Rees House, Venture Road, Fleetwood, FY7 8RS, England","ENTWISLE, James Paul (Age: 60)",ltd,Not available,"£93,557,839.38",Not available,Waste Management,GB15637401
4394530,AEROSOL RECYCLING EQUIPMENT LTD,active,2002-03-14,28990,"3 Queens Close, Oswestry, Shropshire, SY11 2JA","DAVIES, Edwina Margaret (Age: 80); WATSON, Brian Richard (Age: 86)",ltd,Not available,"£21,651,676.71",Not available,Waste Management,GB04394530
5994270,A4 METAL RECYCLING LIMITED,active,2006-11-09,"38110, 38120, 38320","Worthy House, 14 Winchester Road, Basingstoke, Hampshire, RG21 8UQ, United Kingdom","TOMPKINS, Nicola Louise (Age: 58); TOMPKINS, Paul Geoffrey (Age: 56)",ltd,Not available,"£37,167,504.15",Not available,Waste Management,GB05994270
9834002,AFRICAWAD RECYCLING COMMUNITY INTEREST COMPANY,active,2015-10-20,39000,"22 Alexandra Street, Wallsend, Tyne And Wear, NE28 7RN, England","DOMETI, Afi (Age: 52); YEVU, Bernice Adzowoyi Akpene (Age: 50); GANDONOU, Felicite Medesse (Age: 53); KONATE, Koura (Age: 52)",private-limited-guarant-nsc,Not available,"£8,627,036.62",Not available,Waste Management,GB09834002
14383285,AGGMAX RECYCLING LTD,active,2022-09-28,77320,"Lawn Farm Quarry, Wetherden, Stowmarket, Suffolk,, IP14 3JU, England","BROADBELT, Mark (Age: 55)",ltd,Not available,"£399,228,105.84",Not available,Waste Management,GB14383285
3160337,AGGREGATE PROCESSING AND RECYCLING LIMITED,active,1996-02-15,"33120, 33200, 46630","Moorfield Road, Duxford, Cambridge, Cambridgeshire, CB22 4QX, England","ALLEN, Nicholas John (Age: 58); CAVES, Geoff (Age: 61); ELGIN, Thomas James (Age: 52); MILLS, Ian Richard (Age: 61); PASCOE, Stephen Andrew (Age: 59); SMITH, Stephen Graham (Age: 51)",ltd,Not available,"£46,114,032.81",Not available,Waste Management,GB03160337
8045724,AGGREGATE PROCESSING AND RECYCLING (HOLDINGS) LIMITED,active,2012-04-25,64209,"Moorfield Road, Duxford, Cambridge, Cambridgeshire, CB22 4QX, England","ALLEN, Nicholas John (Age: 58); CAVES, Geoff (Age: 61)",ltd,Not available,"£7,970,211.31",Not available,Waste Management,GB08045724
NI704715,AGGREGATE RECYCLING CONSULTANTS LTD,active,2023-11-14,71122,"22 Mullaghmore Road, Dungannon, BT70 1QT, Northern Ireland","HAGUE, Brendan (Age: 56)",ltd,Not available,"£17,511,801.76",Not available,Waste Management,GBNI704715
4045732,AGGREGATE RECYCLING (UK) LIMITED,active,2000-07-28,"08120, 38210","Hereford Road, Pocklington Industrial Estate,, Pocklington York, East Yorkshire, YO42 1NR","REAY, Michael Alan (Age: 62)",ltd,Not available,"£34,248,563.04",Not available,Waste Management,GB04045732
14438035,AGGREGATES EXPRESS QUARRY PRODUCTS & RECYCLING (FOREST WOOD) LTD,active,2022-10-24,8110,"Garth Isaf Farm, Efail Isaf, Pontypridd, CF38 1SN, Wales","JONES, Ryan Haydn (Age: 58)",ltd,Not available,"£22,494,892.16",Not available,Waste Management,GB14438035
947934,AGGREGATES RECYCLING LIMITED,active,1969-02-13,99999,"The Estate Office - Dickerson Industrial Estate Ely Road, Waterbeach, Cambridge, CB25 9PG, England","DAVENPORT, Mark Edward (Age: 57); CHALLIS, Nolita Vanessa (Age: 67); CHALLIS, Robert John (Age: 68); DICKERSON, Doris Lillian (Age: 98); DICKERSON, John Bernard (Age: 96); DICKERSON, Rosemary Anne (Age: 73)",ltd,Not available,"£35,291,203.65",Not available,Waste Management,GB00947934
13656844,AGGREGATES RECYCLING CONCRETE LIMITED,active,2021-10-01,"38110, 38320, 42990, 43120","167-169 Great Portland Street, London, W1W 5PF, United Kingdom","TEMPLE, James David (Age: 57)",ltd,Not available,"£24,820,190.25",Not available,Waste Management,GB13656844
15896210,AGGREGATES SUPPLIES AND RECYCLING LTD,active,2024-08-14,"08120, 38210","Flat 601 The Mast 2 Albert Basin Way, London, E16 2QZ, United Kingdom","O'REGAN, Jeremiah (Age: 59)",ltd,Not available,"£14,119,415.46",Not available,Waste Management,GB15896210
SC600921,AGGREGATE TECHNOLOGY RECYCLING LIMITED,active,2018-06-25,39000,"Mid Fiddes, Fordoun, Laurencekirk, AB30 1LL, Scotland","BARR, Duncan David Whyte (Age: 60)",ltd,Not available,"£172,816,929.97",Not available,Waste Management,GBSC600921
15469489,A GREAT BRITISH CLEAN TECH RECYCLING COMPANY LIMITED,active,2024-02-06,82990,"2 Crossways Business Centre, Bicester Road, Kingswood, Aylesbury, Bucks, HP18 0RA, United Kingdom","HAZELL, Matthew Justin (Age: 53)",ltd,Not available,"£672,777,867.26",Not available,Waste Management,GB15469489
11004853,AGRICULTURAL PLASTIC RECYCLING (APR) LTD,active,2017-10-10,38320,"The Old Council Chambers, Halford Street, Tamworth, Staffordshire, B79 7RB, England","MOORE, Robert Thomas (Age: 66); BELL, Anthony Graham (Age: 62)",ltd,Not available,"£29,657,270.29",Not available,Waste Management,GB11004853
10077900,AGRIFORCE RECYCLING LIMITED,active,2016-03-22,38110,"Naunton Oaks, Rendlesham, Woodbridge, Suffolk, IP12 2QZ, England","HOWE, John Austin (Age: 56)",ltd,Not available,"£45,951,227.80",Not available,Waste Management,GB10077900
12979826,AGRI-MIX RECYCLING LIMITED,active,2020-10-28,46130,"Middleborough House, 16 Middleborough, Colchester, CO1 1QT, England","HARRISON, Rolf Peter (Age: 61); KINCAID, Matthew John (Age: 57); COOPER, Nicholas (Age: 61)",ltd,Not available,"£174,982,264.84",Not available,Waste Management,GB12979826
SC784041,AGRI PLASTICS RECYCLING LTD,active,2023-09-27,"22290, 38110, 38320","Binn Farm, Glenfarg, Perth, PH2 9PX, Scotland","MACGREGOR, Allan (Age: 55); FLAHERTY, Ian (Age: 58)",ltd,Not available,"£158,758,275.21",Not available,Waste Management,GBSC784041
6342628,AHS RECYCLING (PETERBOROUGH) LIMITED,active,2007-08-14,82990,"Coppards Lane, Northiam, Rye, East Sussex, TN31 6QN","GUEST, Nicholas Robert (Age: 66); DAVENPORT, Paul Thomas (Age: 64); MCCARTHY, Howard (Age: 74)",ltd,Not available,"£19,588,159.85",Not available,Waste Management,GB06342628
10444515,AIRA (AIRCRAFT INTERIOR RECYCLING ASSOCIATES) LTD,active,2016-10-25,38310,"Suite F2 Elsinore House, 43 Buckingham Street, Aylesbury, Buckinghamshire, HP20 2NQ","SEVILLE, Anthony Tony (Age: 60); OSBORNE, Christopher (Age: 69)",ltd,Not available,"£752,494,089.35",Not available,Waste Management,GB10444515
7779564,THE AIR AMBULANCE SERVICE RECYCLING LIMITED,active,2011-09-20,99999,"Blue Skies House, Butlers Leap, Rugby, Warwickshire, CV21 3RQ, England","TENNENT, John Charles Roger (Age: 60); WILLIAMSON, Andrew Charles (Age: 64)",ltd,Not available,"£831,291,342.69",Not available,Waste Management,GB07779564
8675790,AIRCRAFT ENVIRONMENTAL RECYCLING SOLUTIONS LTD,active,2013-09-04,39000,"Create Business Hub, Ground Floor 5 Rayleigh Road, Hutton, Brentwood, Essex, CM13 1AB, England","HYDE, Henry Arthur (Age: 80)",ltd,Not available,"£9,672,945.29",Not available,Waste Management,GB08675790
11437458,AIREDALE RECYCLING MANAGEMENT LTD,active,2018-06-28,"38110, 38320","8 West Park Road, Bradford, BD8 9SU, England","ALI, Zulfiqar (Age: 53)",ltd,Not available,"£33,277,153.57",Not available,Waste Management,GB11437458
16104221,AJM RECYCLING LTD,active,2024-11-27,96090,"46 Calluna Drive, Copthorne, West Sussex, RH10 3XF, United Kingdom","VERBEETEN, Anthony Mark (Age: 66)",ltd,Not available,"£894,045,571.51",Not available,Waste Management,GB16104221
5496447,A J RECYCLING LTD,active,2005-07-01,38110,"Meigan Wells, Blaenffos, Boncath, SA37 0JE","JENKINS, Andrew Neil (Age: 56); JENKINS, Sonia (Age: 53)",ltd,Not available,"£8,489,812.94",Not available,Waste Management,GB05496447
12724801,AJ RECYCLING MIDLANDS LTD,active,2020-07-07,22290,"120 Manor Farm Road, Tyseley, Birmingham, B11 2HX, England","JABBAR, Abdul (Age: 53)",ltd,Not available,"£40,895,902.56",Not available,Waste Management,GB12724801
7180962,A J T RECYCLING LIMITED,active,2010-03-06,46770,"24 Lammas Street, Carmarthen, Dyfed, SA31 3AL","THOMAS, Andrew John (Age: 62)",ltd,Not available,"£10,760,015.38",Not available,Waste Management,GB07180962
10106298,AK RECYCLING SERVICES LIMITED,active,2016-04-06,38110,"25 Fairway, Bradford, BD7 4JF, England","MAHMOOD, Khalid (Age: 60)",ltd,Not available,"£212,957,945.27",Not available,Waste Management,GB10106298
SC800611,ALBEC METAL RECYCLING LIMITED,active,2024-02-26,46770,"121 Barfillan Drive, Glasgow, G52 1BH, Scotland","EASDALE, Robert Muir (Age: 60)",ltd,Not available,"£5,994,131.29",Not available,Waste Management,GBSC800611
SC294756,ALBION RECYCLING & ENVIRONMENTAL MANAGEMENT LIMITED,active,2005-12-21,74901,"Suite 323 Edinburgh House, East Kilbride, Glasgow, G74 1LJ, United Kingdom","NISBET, Douglas Carruthers (Age: 65)",ltd,Not available,"£863,611,535.54",Not available,Waste Management,GBSC294756
NI612293,ALBION RECYCLING (NI) LTD,active,2012-04-19,99999,"30 Cassidys Road, Loughbrickland, Banbridge, County Down, BT32 3GS","CARRUTHERS NISBET, Douglas (Age: 65)",ltd,Not available,"£100,433,329.84",Not available,Waste Management,GBNI612293
4651550,ALDERMASTON RECYCLING LIMITED,active,2003-01-29,38110,"2 Lake End Court, Taplow Road, Taplow Maidenhead, Berkshire, SL6 0JQ","HUTCHINS, Ian (Age: 75); BYRNE, Patrick Anthony (Age: 75)",ltd,Not available,"£6,976,083.54",Not available,Waste Management,GB04651550
SC565127,ALEXANDER SMITH JNR RECYCLING LTD,active,2017-05-05,77390,"29 Carfrae Drive, Glenrothes, Fife, KY6 1LX, Scotland","SMITH, Hamilton Mcilroy (Age: 72)",ltd,Not available,"£855,228,047.22",Not available,Waste Management,GBSC565127
8375924,ALLASSO RECYCLING LIMITED,active,2013-01-25,"42110, 77320","29 Devizes Road, Swindon, Wiltshire, SN1 4BG","LEWIS, David (Age: 60); TROWELL, David Malcolm (Age: 67); WILES, Robert Edward (Age: 61); BUCHANAN, Derek (Age: 61); GIBBS, Mark (Age: 61); OWEN, Francis Ivor (Age: 75)",ltd,Not available,"£36,224,980.97",Not available,Waste Management,GB08375924
10746534,ALLENESWAY RECYCLING LIMITED,active,2017-04-28,38110,"Workhouse Farm Howden Road, Holme-On-Spalding-Moor, York, YO43 4BT, England","WILLIAMSON, Allen (Age: 51)",ltd,Not available,"£3,081,651.88",Not available,Waste Management,GB10746534
4675714,ALLENSWAY RECYCLING LIMITED,active,2003-02-24,38110,"Prospect House Howden Road, Holme-On-Spalding-Moor, York, North Yorkshire, YO43 4BT","WILLIAMSON, Allen (Age: 51)",ltd,Not available,"£6,511,017.12",Not available,Waste Management,GB04675714
6977885,ALLENSWAY RECYCLING (GRIMSBY) LIMITED,active,2009-07-31,38110,"Prospect House Howden Road, Holme On Spalding Moor, York, North Yorkshire, YO43 4BT","WILLIAMSON, Allen (Age: 51); GIBSON, David Matthew (Age: 56)",ltd,Not available,"£42,844,523.29",Not available,Waste Management,GB06977885
6230965,ALL FORDS RECYCLING CENTRE LIMITED,active,2007-04-30,45320,"Venture Point Business Park, Evans Road, Liverpool, L24 9PB, England","GOULDING, Gary (Age: 56); FOSTER, Stephen Nicholas (Age: 73); TRUMAN, Peter (Age: 56)",ltd,Not available,"£6,412,468.54",Not available,Waste Management,GB06230965
9418245,ALLIANCE RECYCLING (UK) LTD,active,2015-02-03,39000,"Pinnacle House Breedon Quarry, Breedon On The Hill, Derby, DE73 8AP, England","ATHERTON-HAM, James West (Age: 54); BUTLER, Mark Lawrence (Age: 52); HALUCH, James Stefan (Age: 55); SPENCER-KNOTT, Bruce Douglas (Age: 53); TAYLOR, Trevor (Age: 50); HAYNES, Gerard Paul (Age: 62); HAYNES, Gerard Paul (Age: 62)",ltd,Not available,"£976,850,237.91",Not available,Waste Management,GB09418245
13310798,ALLMET RECYCLING LTD,active,2021-04-03,38320,"14 Pleasant Street, Lyng, West Bromwich, West Midlands, B70 7DP, United Kingdom","DRUMMOND, Stuart (Age: 56)",ltd,Not available,"£2,422,268.70",Not available,Waste Management,GB13310798
15765204,ALL RECYCLING MATERIALS LTD,active,2024-06-06,96090,"71-75 Shelton Street, London, WC2H 9JQ, United Kingdom","ROS, Xavier Philippe Henri (Age: 72); ROS, Caryl Lynn (Age: 74)",ltd,Not available,"£27,157,708.25",Not available,Waste Management,GB15765204
SC455514,ALLSORTS RECYCLING LIMITED,active,2013-07-29,39000,"Unit 1b Castlegreen Ind Est, Castlegreen Street, Dumbarton, G82 1JD","MACAULAY, Donald (Age: 51)",ltd,Not available,"£36,897,774.22",Not available,Waste Management,GBSC455514
7155029,ALLWOOD RECYCLING SOLUTIONS LIMITED,active,2010-02-11,38110,"7 Charles Court, Budbrooke Industrial Estate, Warwick, Warwickshire, CV34 5LZ, England","WHEELER, Darren (Age: 52); LYCETT, David (Age: 54); MCNEILLY, Kevin (Age: 57); SCOTT, Norman Robert (Age: 56); WHEELER, Desmond Edward (Age: 71)",ltd,Not available,"£874,236,934.20",Not available,Waste Management,GB07155029
6574914,ALPHA RECYCLING SERVICES LIMITED,active,2008-04-23,38110,"Unit 13 Scot Lane Industrial Estate,, Blackrod, Bolton, Lancashire, BL6 5SL","KNOWLES, Jonathan Watson (Age: 63); HILL, Frank (Age: 64); KNOWLES, Jonathan Watson (Age: 63)",ltd,Not available,"£153,112,432.36",Not available,Waste Management,GB06574914
10235062,ALPHA SAM PPE RECYCLING LTD,active,2016-06-16,47190,"Unit 21 Wulfrun Trading Est, Stafford Road, Wolverhampton, WV10 6HH, England","WHITE, Steven Joseph (Age: 62); WILDE, Kim Frances (Age: 64); HARRIS, Stephen Paul (Age: 59)",ltd,Not available,"£27,790,412.76",Not available,Waste Management,GB10235062
11700917,ALPLA RECYCLING UK LTD,active,2018-11-28,70100,"Unit 9, Stonecross Business Park Yew Tree Way, Golborne, Warrington, WA3 3JD, United Kingdom","DÜR, Harald (Age: 59)",ltd,Not available,"£25,807,769.32",Not available,Waste Management,GB11700917
10495893,A.L.S SKIPS & RECYCLING LTD,active,2016-11-24,38110,"2a Sheffield Road, Birdwell, Barnsley, S70 5UZ, United Kingdom","BASNETT, David (Age: 59); BASNETT, Victor (Age: 81)",ltd,Not available,"£19,487,110.62",Not available,Waste Management,GB10495893
SC511648,ALTAN RECYCLING LTD,active,2015-07-27,38210,"321 Aikenhead Road, Glasgow, G42 0PE, Scotland","BOYLE, Joseph Anthony (Age: 53)",ltd,Not available,"£153,203,874.64",Not available,Waste Management,GBSC511648
2837918,ALUMINIUM PACKAGING RECYCLING ORGANISATION,active,1993-07-21,"38320, 82990, 94990","182 Worcester Road, Bromsgrove, Worcestershire, B61 7AZ, England","DORAN, Andy Michael (Age: 57); DUQUERROY-DELESALLE, Sandrine (Age: 52); LETT, Norman (Age: 65); PEDEN, Derek (Age: 82); WEST, Jonathan Mark (Age: 57); ASLAM, Gary (Age: 59); ATHENES, Catherine (Age: 55); BARRETT, Elaine (Age: 63); BAXTER, Alan Charles (Age: 76); BILLANE, Nicholas (Age: 73); BIRMINGHAM MCDONOGH, Frederick (Age: 68); CALVERT, Linda (Age: 59); CHESNEY, Joan (Age: 60); CONSTABLE, Martin Robert (Age: 61); CROW, Stephen Ernest (Age: 91); CUTLER, Mervin John (Age: 80); DITTON, Christopher William (Age: 62); GARDNER, John Paul Anthony (Age: 62); GENTRY, Kenneth Victor (Age: 85); GIBBON, Nigel Anthony (Age: 65); GOULD, Nicholas Michael (Age: 66); HADAWAY, Roger William (Age: 74); HINDLEY, Richard Paul (Age: 60); HINDLEY, Richard Paul (Age: 60); KENDAL, Nicholas Peter Brian (Age: 76); LETT, Norman (Age: 65); MAJOR, Vincent (Age: 62); MARTIN, Paul Charles (Age: 66); MILLER, Jack (Age: 66); PINHORNE, Stephen Edward (Age: 58); REVELL, Timothy Rhys (Age: 72); SMITH, Bryan Arthur (Age: 90); TER MORSCHE, Robert-Jan (Age: 52); THEVENIN, Raphael (Age: 52); THOMAS, Sara (Age: 52); WATSON, David John (Age: 77); WELLS, John (Age: 75); WILLIAMS, Jeremy (Age: 83); WOOLHOUSE, Catherine Alyson (Age: 59)",private-limited-guarant-nsc-limited-exemption,Not available,"£31,722,585.65",Not available,Waste Management,GB02837918
11740090,AMALGAMATED METAL RECYCLING HOLDINGS LIMITED,active,2018-12-24,70100,"Level 35 110 Bishopsgate, London, EC2N 4AY, United Kingdom","MICHIE, Hamish (Age: 57)",ltd,Not available,"£42,958,380.57",Not available,Waste Management,GB11740090
10084343,AMARA REMOVALS & RECYCLING LTD,active,2016-03-24,"38110, 38320, 49420","245 Bury New Road, Whitefield, Manchester, M45 8QP, England","WOODS, Clive Ian (Age: 57)",ltd,Not available,"£181,469,333.04",Not available,Waste Management,GB10084343
13021945,AMAROK MATERIALS AND RECYCLING LIMITED,active,2020-11-15,46900,"Suite 3, Bignell Park Barns, Chesterton, Bicester, OX26 1TD, England","SOMERVILLE, James Neil (Age: 62)",ltd,Not available,"£44,596,632.19",Not available,Waste Management,GB13021945
14523277,AMASCO RECYCLING LTD,active,2022-12-05,87200,"29 Morland Drive, Grange Farm, Milton Keynes, MK8 0NX, England","AMASHA, Henry (Age: 59)",ltd,Not available,"£42,079,972.51",Not available,Waste Management,GB14523277
12935713,AMB METAL RECYCLING LIMITED,active,2020-10-07,38320,"46 Calluna Drive, Copthorne, Crawley, RH10 3XF, England","BROWN, Anthony George (Age: 61)",ltd,Not available,"£126,645,620.79",Not available,Waste Management,GB12935713
15577169,AMC PLASTIC RECYCLING SOLUTIONS LTD,active,2024-03-19,46120,"71-75 Shelton Street, Covent Garden, London, WC2H 9JQ, United Kingdom","MAKKAY-CHAMBERS, Adrienne Borbala (Age: 67)",ltd,Not available,"£653,899,336.36",Not available,Waste Management,GB15577169
7023944,A. MELLOR (RECYCLING) LIMITED,active,2009-09-20,43120,"Sidings House Sidings Court, Lakeside, Doncaster, South Yorkshire, DN4 5NU, England","MELLOR, Alexander Michael (Age: 53); HUGHES, Lynn (Age: 65)",ltd,Not available,"£188,619,290.65",Not available,Waste Management,GB07023944
10303550,AMMANFORD RECYCLING LIMITED,active,2016-07-29,46770,"The Old Wagon Works, Shands Road, Ammanford, SA18 3QU, Wales","SAFADI, Richard John (Age: 55); STEWART, Adrian Leigh (Age: 58); SAFADI, Catrin (Age: 54); SAFADI, Catrin (Age: 54); SAFADI, Richard John (Age: 55); SAFADI, Richard John (Age: 55); SAFADI, Richard John (Age: 55); SAFADI, Richard John (Age: 55); SAFADI, Richard John (Age: 55); SAFADI, Richard John (Age: 55)",ltd,Not available,"£806,822,067.72",Not available,Waste Management,GB10303550
6350855,AM RECYCLING LIMITED,active,2007-08-22,38320,"Glendale Avenue, Sandycroft, Deeside, CH5 2QS","CHOWDHARY, Pankaj (Age: 58); OCKLIND, Olof Markus (Age: 57); PATERSON, Roderick John (Age: 63); ROBERTSON, Carl Edward (Age: 58); AXON, Terry (Age: 66); GREEN, Martin Harvey (Age: 52); LEE, Brian (Age: 77)",ltd,Not available,"£51,664,482.34",Not available,Waste Management,GB06350855
12463284,AM RECYCLING (HOLDINGS) LIMITED,active,2020-02-14,74990,"Glendale Avenue, Sandycroft, Deeside Sandycroft Industrial Estate, Sandycroft, Deeside, CH5 2QP, Wales","CHOWDHARY, Pankaj (Age: 58); OCKLIND, Olof Markus (Age: 57); PATERSON, Roderick John (Age: 63); ROBERTSON, Carl Edward (Age: 58); AXON, Terry (Age: 66); GILL, Rupert Edward Samuel (Age: 52); O'MAHONY, Andrew James (Age: 53)",ltd,Not available,"£389,807,439.17",Not available,Waste Management,GB12463284
8438393,ANDREW'S RECYCLING LIMITED,active,2013-03-11,"38210, 38320","1607 Pershore Road, Stirchley, Birmingham, West Midlands, B30 2JF, England","CUTCHEY, Andrew (Age: 51); CUTCHEY, Christopher John (Age: 78); HARRIS, Darren (Age: 50)",ltd,Not available,"£2,961,646.77",Not available,Waste Management,GB08438393
12936588,ANDY CAMPBELL & SON RECYCLING LTD.,active,2020-10-07,82990,"6-8 Botanic Road Churchtown, Southport, Merseyside, PR9 7NG, United Kingdom","CAMPBELL, Andrew Colin, Mr. (Age: 58)",ltd,Not available,"£700,860,649.15",Not available,Waste Management,GB12936588
